Title,Date,Publisher,Description,Metadata,Download
"(u'Allegheny County Imagery 2017 9 inch - Tile Index',)","(u'2017',)","(u'Allegheny County',)","(u'Tile Index - Orthophotos of Allegheny County, Pennsylvania - An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. Aerial survey of Allegheny County,Pennsylvania. Orthophotos serve a variety of purposes, from interim maps to field references for earth science investigations and analysis. The digital orthophoto is useful as a layer of a geographic information system and as a tool for revision of digital line graphs and topographic maps.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2017_9inch.xml',)"
"(u'Allegheny County LiDAR 2017  - DEM 6ft',)","(u'2017',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2017.xml',)"
"(u'Allegheny County LiDAR 2017  - Hillshade 6ft',)","(u'2017',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2017.xml',)"
"(u'Allegheny County LiDAR 2017  - Tile Index',)","(u'2017',)","(u'Allegheny County',)","(u'Tile Index - Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2017.xml',)"
"(u'Allegheny County LiDAR 2017 - Terrain',)","(u'2017',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2017.xml',)"
"(u'Allegheny County/Pittsburgh LiDAR 2015  - Tile Index',)","(u'2015',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyPittsburghLidar2015.xml',)"
"(u'Allegheny County/Pittsburgh LiDAR 2015 - DEM 6ft',)","(u'2015',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyPittsburghLidar2015.xml',)"
"(u'Allegheny County/Pittsburgh LiDAR 2015 - Hillshade 6ft',)","(u'2015',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyPittsburghLidar2015.xml',)"
"(u'Allegheny County/Pittsburgh LiDAR 2015 - Terrain',)","(u'2015',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyPittsburghLidar2015.xml',)"
"(u'Philadelphia Aerial Photography 1996',)","(u'1996',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery1996.xml',)"
"(u'Philadelphia Aerial Photography 1996 - Tile Index',)","(u'1996',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery1996.xml',)"
"(u'Philadelphia Aerial Photography 2000',)","(u'2000',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2000.xml',)"
"(u'Philadelphia Aerial Photography 2000 - Tile Index',)","(u'2000',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2000.xml',)"
"(u'Philadelphia Aerial Photography 2004',)","(u'2004',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2004.xml',)"
"(u'Philadelphia Aerial Photography 2004 - Tile Index',)","(u'2004',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2004.xml',)"
"(u'Philadelphia Aerial Photography 2005',)","(u'2005',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2005.xml',)"
"(u'Philadelphia Aerial Photography 2005 - Tile Index',)","(u'2005',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2005.xml',)"
"(u'Philadelphia Aerial Photography 2008',)","(u'2008',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2008.xml',)"
"(u'Philadelphia Aerial Photography 2008 - Tile Index',)","(u'2008',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2008.xml',)"
"(u'Philadelphia Aerial Photography 2009',)","(u'2009',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2009.xml',)"
"(u'Philadelphia Aerial Photography 2009 - Tile Index',)","(u'2009',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2009.xml',)"
"(u'Philadelphia Aerial Photography 2010',)","(u'2010',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2010.xml',)"
"(u'Philadelphia Aerial Photography 2010 - Tile Index',)","(u'2010',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2010.xml',)"
"(u'Philadelphia Aerial Photography 2011',)","(u'2011',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2011.xml',)"
"(u'Philadelphia Aerial Photography 2011 - Leaf On',)","(u'2011',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography - Leaf On',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2011.xml',)"
"(u'Philadelphia Aerial Photography 2011 - Leaf On - Tile Index',)","(u'2011',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2011.xml',)"
"(u'Philadelphia Aerial Photography 2011 - Tile Index',)","(u'2011',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2011.xml',)"
"(u'Philadelphia Aerial Photography 2012',)","(u'2012',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2012.xml',)"
"(u'Philadelphia Aerial Photography 2012 - Tile Index',)","(u'2012',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2012.xml',)"
"(u'Philadelphia Aerial Photography 2014',)","(u'2014',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2014.xml',)"
"(u'Philadelphia Aerial Photography 2014 - Tile Index',)","(u'2014',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2014.xml',)"
"(u'Philadelphia Aerial Photography 2015',)","(u'2015',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2015.xml',)"
"(u'Philadelphia Aerial Photography 2015 - Tile Index',)","(u'2015',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2015.xml',)"
"(u'Philadelphia Aerial Photography 2016 1m',)","(u'2016',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2016_1m.xml',)"
"(u'Philadelphia Aerial Photography 2016 1m - Tile Index',)","(u'2016',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2016_1m.xml',)"
"(u'Philadelphia Aerial Photography 2016 3in',)","(u'2016',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2016_3in.xml',)"
"(u'Philadelphia Aerial Photography 2016 3in - tile Index',)","(u'2016',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography 3 inch pixels tile index. The dataset consists of tiled orthogonal imagery produced from nadir images captured by Pictometry International.',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2016_1m.xml',)"
"(u'Philadelphia Aerial Photography 2017 - Mosaics',)","(u'2017',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography city wide mosaic. The dataset consists of tiled orthogonal imagery produced from nadir images captured by Pictometry International.',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2017.xml',)"
"(u'Philadelphia Aerial Photography 2017 1m',)","(u'2017',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography 1 meter pixels. The dataset consists of tiled orthogonal imagery produced from nadir images captured by Pictometry International.',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2017.xml',)"
"(u'Philadelphia Aerial Photography 2017 1m - tile index',)","(u'2017',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography 1 meter pixels tile index. The dataset consists of tiled orthogonal imagery produced from nadir images captured by Pictometry International.',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2017.xml',)"
"(u'Philadelphia Aerial Photography 2017 3in',)","(u'2017',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography 3 inch pixels. The dataset consists of tiled orthogonal imagery produced from nadir images captured by Pictometry International.',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2017.xml',)"
"(u'Philadelphia Aerial Photography 2017 3in - tile index',)","(u'2017',)","(u'City of Philadelphia',)","(u'Philadelphia aerial photography 3 inch pixels tile index. The dataset consists of tiled orthogonal imagery produced from nadir images captured by Pictometry International.',)","(u'FullMetadataDisplay.aspx?file=PhiladelphiaImagery2017.xml',)"
"(u'Philadelphia Building 3D Models 2008',)","(u'2008',)","(u'City of Philadelphia',)","(u'Files used to comprise a 3D building model of the City of Philadelphia',)","(u'FullMetadataDisplay.aspx?file=Philadelphia_Building_3DModels.xml',)"
"(u'Philadelphia Building 3D Models 2010',)","(u'2010',)","(u'City of Philadelphia',)","(u'Files used to comprise a 3D building model of the City of Philadelphia',)","(u'FullMetadataDisplay.aspx?file=Philadelphia_Building_3DModels.xml',)"
"(u'Philadelphia Building 3D Models 2015',)","(u'2015',)","(u'City of Philadelphia',)","(u'Files used to comprise a 3D building model of the City of Philadelphia',)","(u'FullMetadataDisplay.aspx?file=Philadelphia_Building_3DModels.xml',)"
"(u'Philadelphia LiDAR - LAS Files 2015',)","(u'2015',)","(u'City of Philadelphia',)","(u""This dataset is lidar point cloud data covering the City of Philadelphia, PA, approximately 196 sq miles total. The dataset consists of 1024 lidar point cloud LAS files. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. The data was collected at a nominal point spacing of 0.70m using Pictometry's Riegl LMS-Q680i LiDAR system over 4 mission days on April 18th, 19th, 22nd, and 25th, 2015. At the time of capture ground condiitons were leaf-off, snow free, and water was at normal levels."",)","(u'FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2015.xml',)"
"(u'Philadelphia LiDAR 2008',)","(u'2008',)","(u'City of Philadelphia',)","(u'LiDAR data collection performed over the City of Philadelphia, PA in April of 2008. Products generated include Breaklines, 10ft DEM and 5ft DEM.',)","(u'FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2008.xml',)"
"(u'Philadelphia LiDAR 2010',)","(u'2010',)","(u'City of Philadelphia',)","(u'LiDAR data collection performed over the City of Philadelphia, PA in April of 2010. Products generated include Breaklines, 10ft DEM and 5ft DEM.',)","(u'FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2010.xml',)"
"(u'Philadelphia LiDAR 2015 - Contours',)","(u'2015',)","(u'City of Philadelphia',)","(u""Classified LiDAR LAS and Derivative Products - This dataset is lidar point cloud data covering the City of Philadelphia, PA, approximately 196 sq miles total. The dataset consists of 1024 lidar point cloud LAS files. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. The data was collected at a nominal point spacing of 0.70m using Pictometry's Riegl LMS-Q680i LiDAR system over 4 mission days on April 18th, 19th, 22nd, and 25th, 2015. At the time of capture ground condiitons were leaf-off, snow free, and water was at normal levels."",)","(u'FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2015.xml',)"
"(u'Philadelphia LiDAR 2015 - DEM 5ft',)","(u'2015',)","(u'City of Philadelphia',)","(u""Classified LiDAR LAS and Derivative Products - This dataset is lidar point cloud data covering the City of Philadelphia, PA, approximately 196 sq miles total. The dataset consists of 1024 lidar point cloud LAS files. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. The data was collected at a nominal point spacing of 0.70m using Pictometry's Riegl LMS-Q680i LiDAR system over 4 mission days on April 18th, 19th, 22nd, and 25th, 2015. At the time of capture ground condiitons were leaf-off, snow free, and water was at normal levels."",)","(u'FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2015.xml',)"
"(u'Philadelphia LiDAR 2015 - DEM 5ft Hillshade',)","(u'2015',)","(u'City of Philadelphia',)","(u""Classified LiDAR LAS and Derivative Products - This dataset is lidar point cloud data covering the City of Philadelphia, PA, approximately 196 sq miles total. The dataset consists of 1024 lidar point cloud LAS files. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. The data was collected at a nominal point spacing of 0.70m using Pictometry's Riegl LMS-Q680i LiDAR system over 4 mission days on April 18th, 19th, 22nd, and 25th, 2015. At the time of capture ground condiitons were leaf-off, snow free, and water was at normal levels."",)","(u'FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2015.xml',)"
"(u'Philadelphia LiDAR 2015 - Terrain Products',)","(u'2015',)","(u'City of Philadelphia',)","(u""Classified LiDAR LAS and Derivative Products - This dataset is lidar point cloud data covering the City of Philadelphia, PA, approximately 196 sq miles total. The dataset consists of 1024 lidar point cloud LAS files. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. The data was collected at a nominal point spacing of 0.70m using Pictometry's Riegl LMS-Q680i LiDAR system over 4 mission days on April 18th, 19th, 22nd, and 25th, 2015. At the time of capture ground condiitons were leaf-off, snow free, and water was at normal levels."",)","(u'FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2015.xml',)"
"(u'PAMAP  Spatial Energy Imagery',)","(u'2011',)","(u'DCNR PAMAP Program',)","(u'Half meter GSD represented in Geographic Decimal Degrees, natural color (RGB), 8-bit per band digital orthophotography for approximately 14,035 square miles in Pennsylvania. The imagery was collected using the Leica Geosystems ADS40-SH51 during Fall, 2010 and Spring, 2011 at an average altitude of 4,800 meters above ground level. An auto correlated elevation model was used as vertical control. Airborne GPS/IMU was used as a basis for Analytical Aerial Triangulation (AT).  Following rectification of imagery, manually placed seamlines were used to mosaic into a seamless coverage.  The orthophotography is georeferenced to Geographic NAD83 decimal degrees.',)","(u'FullMetadataDisplay.aspx?file=PAMAP_SpatialEnergy_2011.xml',)"
"(u'PAMAP  Spatial Energy Imagery - Tile Index',)","(u'2011',)","(u'DCNR PAMAP Program',)","(u'Tile Index - Half meter GSD represented in Geographic Decimal Degrees, natural color (RGB), 8-bit per band digital orthophotography for approximately 14,035 square miles in Pennsylvania. The imagery was collected using the Leica Geosystems ADS40-SH51 during Fall, 2010 and Spring, 2011 at an average altitude of 4,800 meters above ground level. An auto correlated elevation model was used as vertical control. Airborne GPS/IMU was used as a basis for Analytical Aerial Triangulation (AT).  Following rectification of imagery, manually placed seamlines were used to mosaic into a seamless coverage.  The orthophotography is georeferenced to Geographic NAD83 decimal degrees.',)","(u'FullMetadataDisplay.aspx?file=PAMAP_SpatialEnergy_2011.xml',)"
"(u'PAMAP iCubed Imagery',)","(u'2010',)","(u'DCNR PAMAP Program',)","(u'(2010) Pennsylvania area natural color seamless orthoimagery acquired by Aerials Express at a 45cm pixel-resolution. Flight operations began on 12/11/09 and ended on 04/10/10 using an (DMC) camera with an approximate forward overlap of 60% and side overlap of 30% with an approximate Ground Sample Distance of (44 cm). The dataset is projected as Universal Transverse Mercator (UTM) 17 on the North American Datum of 1983. The PAMAP Program LiDAR Data of Pennsylvania; West Virginia Statewide Digital Elevation Models; USGS National Elevation Dataset (NED) - (Used in the respective sequential order) were utilized as the Digital Elevation Model in ortho-processing.',)","(u'FullMetadataDisplay.aspx?file=PAMAP_iCubed_2010.xml',)"
"(u'PAMAP iCubed Imagery  - Tile Index North',)","(u'2010',)","(u'DCNR PAMAP Program',)","(u'TILE INDEX North - (2010) Pennsylvania area natural color seamless orthoimagery acquired by Aerials Express at a 45cm pixel-resolution. Flight operations began on 12/11/09 and ended on 04/10/10 using an (DMC) camera with an approximate forward overlap of 60% and side overlap of 30% with an approximate Ground Sample Distance of (44 cm). The dataset is projected as Universal Transverse Mercator (UTM) 17 on the North American Datum of 1983. The PAMAP Program LiDAR Data of Pennsylvania; West Virginia Statewide Digital Elevation Models; USGS National Elevation Dataset (NED) - (Used in the respective sequential order) were utilized as the Digital Elevation Model in ortho-processing.',)","(u'FullMetadataDisplay.aspx?file=PAMAP_iCubed2010_TileIndex.xml',)"
"(u'PAMAP iCubed Imagery  - Tile Index South',)","(u'2010',)","(u'DCNR PAMAP Program',)","(u'TILE INDEX South - (2010) Pennsylvania area natural color seamless orthoimagery acquired by Aerials Express at a 45cm pixel-resolution. Flight operations began on 12/11/09 and ended on 04/10/10 using an (DMC) camera with an approximate forward overlap of 60% and side overlap of 30% with an approximate Ground Sample Distance of (44 cm). The dataset is projected as Universal Transverse Mercator (UTM) 17 on the North American Datum of 1983. The PAMAP Program LiDAR Data of Pennsylvania; West Virginia Statewide Digital Elevation Models; USGS National Elevation Dataset (NED) - (Used in the respective sequential order) were utilized as the Digital Elevation Model in ortho-processing.',)","(u'FullMetadataDisplay.aspx?file=PAMAP_iCubed2010_TileIndex.xml',)"
"(u'PAMAP Program - Color Orthophotos Cycle 1',)","(u'2003 - 2006',)","(u'DCNR PAMAP Program',)","(u'Orthoimagery for south-central Pennsylvania captured in April of 2003. An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. For this dataset, the natural color orthoimages were produced at 2-feet pixel resolution. The design accuracy is estimated not to exceed 4.8 feet at the 95% confidence level. Each orthoimage provides imagery for a 10,000 by 10,000 feet block on the ground. The projected coordinate system is Pennsylvania State Plane with a NAD83 datum. There is no image overlap been adjacent files. The ortho image filenames were derived from the northwest corner of each ortho tile using the first four digits of the northing and easting coordinates referenced to the Pennsylvania State Plane coordinate system, followed by the State designator ""PA"", and the State Plane zone designator ""S"".',)","(u'FullMetadataDisplay.aspx?file=PAMAP_cycle1.xml',)"
"(u'PAMAP Program - Color Orthophotos Cycle 2',)","(u'2007 - 2008',)","(u'DCNR PAMAP Program',)","(u'This dataset, produced by the PAMAP Program, consists of an orthorectified digital raster image (i.e. orthoimage) with a horizontal ground resolution of 1 foot.  An orthoimage is a remotely sensed image that has been positionally corrected for camera lens distortion, vertical displacement, and variations in aircraft altitude and orientation.  Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  Source images were captured in natural color at a negative scale of 1:19200.  PAMAP data are organized into blocks, which do not have gaps or overlaps, that represent 10,000 feet by 10,000 feet on the ground. The coordinate system for blocks in the northern half of the state is Pennsylvania State Plane North (datum:NAD83, units: feet); blocks in the southern half of the state are in Pennsylvania State Plane South. A block name is formed by concatenating the first four digits of the State Plane northing and easting defining the block\'s northwest corner, the State identifier ""PA"", and the State Plane zone designator ""N"" or ""S"" (e.g. 45001210PAS).',)","(u'FullMetadataDisplay.aspx?file=PAMAP_cycle2.xml',)"
